Participant ID,Condition,Round Number,Click Number,Click Time (ms),Is First Click,Is Last Click,Is Middle Click,Total Clicks in Round
67e2f34bbd517bc7e964f50a,monochrome,2,0,246,1,0,0,13
67e2f34bbd517bc7e964f50a,monochrome,2,1,116,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,2,2,200,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,2,3,84,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,2,4,232,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,2,5,84,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,2,6,716,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,2,7,185,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,2,8,151,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,2,9,97,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,2,10,117,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,2,11,101,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,2,12,766,0,1,0,13
67e2f34bbd517bc7e964f50a,monochrome,3,0,76,1,0,0,13
67e2f34bbd517bc7e964f50a,monochrome,3,1,219,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,3,2,97,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,3,3,200,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,3,4,167,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,3,5,133,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,3,6,118,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,3,7,353,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,3,8,113,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,3,9,167,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,3,10,252,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,3,11,298,0,0,1,13
67e2f34bbd517bc7e964f50a,monochrome,3,12,150,0,1,0,13
